datetime                                                    city state country     shape DurationSeconds
1  10/10/1949 20:30                                              san marcos    tx      us  cylinder            2700
2  10/10/1949 21:00                                            lackland afb    tx    <NA>     light            7200
3  10/10/1955 17:00                                    chester (uk/england)  <NA>      gb    circle              20
4  10/10/1956 21:00                                                    edna    tx      us    circle              20
5  10/10/1960 20:00                                                 kaneohe    hi      us     light             900
6  10/10/1961 19:00                                                 bristol    tn      us    sphere             300
7  10/10/1965 21:00                                      penarth (uk/wales)  <NA>      gb    circle             180
8  10/10/1965 23:45                                                 norwalk    ct      us      disk            1200
9  10/10/1966 20:00                                               pell city    al      us      disk             180
10 10/10/1966 21:00                                                live oak    fl      us      disk             120
11 10/10/1968 13:00                                               hawthorne    ca      us    circle             300
12 10/10/1968 19:00                                                 brevard    nc      us  fireball             180
13 10/10/1970 16:00                                                bellmore    ny      us      disk            1800
14 10/10/1970 19:00                                              manchester    ky      us   unknown             180
15 10/10/1971 21:00                                               lexington    nc      us      oval              30
16 10/10/1972 19:00                                           harlan county    ky      us    circle            1200
17 10/10/1972 22:30                                         west bloomfield    mi      us      disk             120
18 10/10/1973 19:00                                                 niantic    ct      us      disk            1800
19 10/10/1973 23:00                                             bermuda nas  <NA>    <NA>     light              20
20 10/10/1974 17:00                                            willow beach    az    <NA>     light             120
21 10/10/1974 19:30                                                  hudson    ma      us     other            2700
22 10/10/1974 21:30                                      cardiff (uk/wales)  <NA>      gb      disk            1200
23 10/10/1974 23:00                                                  hudson    ks      us     light            1200
24 10/10/1975 17:00                                        north charleston    sc      us     light             360
25 10/10/1976 20:30                                               washougal    wa      us      oval              60
26 10/10/1976 22:00                           stoke mandeville (uk/england)  <NA>      gb     cigar               3
27 10/10/1977 12:00                                             san antonio    tx      us     other              30
28 10/10/1977 22:00                                              louisville    ky      us     light              30
29 10/10/1978 02:00                                                  elmont    ny      us rectangle             300
30 10/10/1979 00:00                                            poughkeepsie    ny      us   chevron             900
31 10/10/1979 22:00                                    saddle lake (canada)    ab    <NA>  triangle             270
32 10/10/1979 22:00                                               san diego    ca      us      oval             180
33 10/10/1979 22:00                                                security    co      us   unknown            1800
34 10/10/1980 19:00                                                 houston    tx      us    sphere             180
35 10/10/1980 22:00                                                  dallas    tx      us   unknown             300
36 10/10/1980 23:30                                              manchester    nh      us     light             300
37 10/10/1982 07:00                                  gisborne (new zealand)  <NA>    <NA>      disk             120
38 10/10/1984 05:00                                                 houston    tx      us    circle              60
39 10/10/1984 12:00                                           traverse city    mi      us     other             120
40 10/10/1984 22:00                                            white plains    ny      us formation              20
41 10/10/1985 20:25                                      leeds (uk/england)  <NA>      gb  triangle             600
42 10/10/1986 20:00                                          holmes/pawling    ny    <NA>   chevron             180
43 10/10/1987 20:00                                 manilla (rr#1) (canada)    on    <NA>      disk             600
44 10/10/1988 18:00                                               milwaukee    wi      us  triangle             600
45 10/10/1988 21:00                                          new gloucester    me      us   unknown             120
46 10/10/1988 22:00                                                 boulder    co      us     light              60
47 10/10/1988 22:45                                  seattle (ballard area)    wa      us   unknown               2
48 10/10/1989 00:00                                               calabasas    ca      us      disk             300
49 10/10/1989 21:00                                               centralia    wa      us  triangle              60
50 10/10/1989 21:00                                                kranklin    ky    <NA>  triangle             180
51 10/10/1990 20:00                                          pense (canada)    sa    <NA>   unknown             180
52 10/10/1990 21:00                                                 ashburn    ga      us  triangle             120
53 10/10/1991 22:00                                                  frisco    nc      us   unknown            1800
54 10/10/1991 22:00                                              harrisburg    pa      us  triangle             600
55 10/10/1992 17:00                                             panama city    fl      us formation            3600
56 10/10/1992 18:00                                                stafford    tx      us   unknown              10
57 10/10/1992 20:15                                                 seymour    tn      us     cigar              60
58 10/10/1992 22:00                                             weatherford    tx      us   unknown              30
59 10/10/1993 03:00                                       zlatoust (russia)  <NA>    <NA>    sphere            1200
60 10/10/1993 22:00                                                  peoria    il      us     light               8
61 10/10/1993 23:00                                                carthage    tn      us     other              60
62 10/10/1994 15:00                                               mercedies    tx    <NA>     cigar            3600
63 10/10/1994 18:30                                             burnt hills    ny      us rectangle             120
64 10/10/1994 22:00                                              pinebergen    ar      us     light               5
65 10/10/1994 23:00                 toronto (greater toronto area) (canada)    on      ca    sphere            3600
66 10/10/1995 17:05                               puerto rico (puerto rico)    pr    <NA>      <NA>               0
67 10/10/1995 19:45                                               milwaukee    wi      us      <NA>             120
68 10/10/1995 22:40                                                 oakland    ca      us      <NA>              60
69 10/10/1996 03:20                                            higginsville    mo      us  triangle               3
70 10/10/1996 20:00                      lake macquarie (nsw&#44 australia)  <NA>    <NA>     light             300
71 10/10/1996 22:00                                              charleston    sc      us     light             300
72 10/10/1996 22:30                                           monroe county    oh      us  cylinder              60
73 10/10/1997 16:00                                            connersville    in      us     delta           14400
74 10/10/1997 17:00                                                    mesa    az      us    sphere              30
75 10/10/1997 20:00                                                 bonaire    ga      us  triangle             300
76 10/10/1997 21:00                                                  austin    mn      us     other            3600
77 10/10/1998 02:00                                           turin (italy)  <NA>    <NA>      disk              15
78 10/10/1998 02:30                                               hollywood    ca      us  changing             300
79 10/10/1998 03:30                                    phoenix (north part)    az      us  fireball              15
80 10/10/1998 13:15                                                   elgin    il      us  cylinder            1800
